EmployeeID,Age,Gender,Commute,SatisfactionLevel,WeeklyHours,Department,Salary,Tenure,Churned/NotChurned,Gender_num,TimeSincePromotion,Manager/IC,Performance Rating
1,38.839241909108914,Male,1.9016616152329868,3.0,37.878388665191984,CustomerSuccess,59.423661818044046,11.040568829277953,0,1,0,IC,2.94305793428292
2,34.106153894298274,Female,3.649100475126892,4.0,36.95485929644845,Sales,41.55601199517531,8.250431532616611,1,0,7,IC,3.265157469435718
3,37.89400193643096,Female,0.136664301974258,3.0,37.69395159735238,Sales,45.15074861152742,9.266683446359526,1,0,1,IC,2.9790715665701373
4,29.926983900442842,Male,47.76401195010306,1.0,36.139411492769334,ProdDev,60.0930207930187,6.25838160511567,0,1,3,IC,3.101472998621825
5,39.98788561919172,Female,4.01867325890719,2.0,38.10251426715936,Sales,31.31945444761267,9.82845711734412,0,0,0,IC,2.903750525278835
6,30.60764250514702,Female,43.42327834072254,1.0,36.27222292783357,Sales,52.2965655902906,7.311806525771152,0,0,11,IC,3.6171193825705243
7,36.921021020342316,Female,0.017220591395723413,2.0,37.50410166250582,Sales,41.98858347710094,9.0056397859455,1,0,11,IC,3.5538610056159476
8,36.407066552359616,Male,10.540200511303945,2.0,37.40381786387505,ProdDev,60.229177274846215,9.735499125656379,0,1,0,IC,2.9086907069859658
9,33.5913742978509,Female,20.43083200398151,2.0,36.85441449714164,Sales,44.00346510209964,8.112319933569754,0,0,12,IC,3.825130447735554
10,48.67445951945456,Male,20.19434101481623,1.0,39.79745551599113,ProdDev,59.609152409632465,16.318002668975616,0,1,0,IC,2.937921072598461
11,34.44892603043399,Male,1.6332914478398262,2.0,37.02174166447492,CustomerSuccess,60.14601109273836,8.684789577306043,0,1,1,IC,2.986486631614558
12,38.837073673496604,Male,4.509100237153283,1.0,37.87796559482861,CustomerSuccess,60.61115898572737,11.039405385778666,0,1,5,IC,3.147848316863371
13,41.3934200838351,Female,8.16797849077493,2.0,38.37676489440685,PeopleOps,43.23279279219676,10.205551729809418,1,0,12,Manager,3.7389247085272572
14,31.91780791552192,Male,4.124964750345955,3.0,36.52786495912623,ProdDev,58.67835751669081,7.326628637597128,1,1,10,IC,3.4326443754128064
15,42.40366112289572,Male,16.619291282895755,4.0,38.57388509715039,Sales,59.504999961092714,12.95318401716356,0,1,0,IC,2.900577450913866
16,36.399185870559876,Male,4.9974464415708635,2.0,37.40228016986534,ProdDev,62.148152360197486,9.73127046712969,0,1,3,IC,3.094250867618016
17,41.051313455606405,Male,13.127584219077857,2.0,38.310012381581735,ProdDev,60.6215687531321,12.227534049349781,0,1,3,IC,3.1124226518313804
18,33.15313649850594,Male,20.38696182839288,2.0,36.7689046826353,ProdDev,60.01496821962495,7.98948787724709,0,1,3,IC,3.0746459035461364
19,32.67892614976455,Male,6.558363276047763,1.0,36.6763758341004,ProdDev,62.29118123618945,7.735033543776102,0,1,8,IC,3.2981852247359167
20,41.86016544348991,Male,6.419377922970943,1.0,38.46783715970535,ProdDev,59.587964828669975,12.661552189189711,0,1,0,IC,2.9450738433946664
21,38.95767644549404,Male,2.2469212575405177,2.0,37.90149784302323,CustomerSuccess,62.96066951567119,11.104119068313873,0,1,8,IC,3.2937474977000663
22,37.46926932634056,Male,6.855655282365356,3.0,37.61107694172499,ProdDev,61.165389732678456,10.305461589743715,0,1,0,IC,2.9053733859824726
23,39.52712056470085,Female,7.9541745850329875,2.0,38.012608890673334,Sales,44.23966242304789,9.704837224675838,1,0,0,IC,2.937322587546306
24,39.06206392695371,Male,8.016201908600994,2.0,37.92186613208853,ProdDev,59.21766115099528,11.160131863243455,0,1,0,IC,2.931726927108943
25,32.16712303561158,Female,0.9603065097761105,4.0,36.57651181182665,Sales,41.08317533475848,7.730203741261643,0,0,1,IC,2.996250664528479
26,27.825332734473022,Male,13.593688052509519,3.0,35.729333216482544,ProdDev,59.331347921368874,5.130666345326989,0,1,6,IC,3.1985341582814324
27,30.00479830737998,Female,4.323307265082141,2.0,36.1545947916839,PeopleOps,51.37914049908133,7.150067838565359,0,0,3,Manager,3.067314432764977
28,29.56881357064515,Male,0.5979565528859818,2.0,36.06952459915027,ProdDev,63.20757485408468,6.066192647663252,1,1,9,IC,3.3662760136947694
29,27.804006725371252,Male,6.787060663962386,2.0,35.72517204397488,ProdDev,61.77221767799755,5.119223120930917,0,1,1,IC,2.988609756046232
30,34.245533801321045,Female,11.216093578239272,2.0,36.982055375867525,Sales,43.51036219437759,8.287826141817842,0,0,7,IC,3.257610857087088
31,34.73354228466111,Female,1.3395525871881522,2.0,37.07727654334851,Sales,46.728150669959106,8.418755247104201,0,0,7,IC,3.226723130881877
32,36.73924238320214,Male,13.819232278053594,2.0,37.468632660137004,ProdDev,57.745796758363966,9.913739815376758,1,1,1,IC,3.0031005949026492
33,37.78140138850458,Male,9.149639520606165,4.0,37.6719807587326,CustomerSuccess,58.98434823217991,10.472947086514653,0,1,1,IC,3.0058992927592323
34,35.324128909530636,Male,32.96735977502428,3.0,37.1925129579572,CustomerSuccess,59.96803485262332,9.154410634382291,0,1,14,IC,4.058939271928886
35,35.85899327982327,Male,12.316072738240209,4.0,37.29687673752649,Sales,63.12609840229021,9.441411028197852,0,1,5,IC,3.161205047434983
36,37.20033350587616,Male,8.405673280325665,1.0,37.558601659683156,CustomerSuccess,60.972502793702596,10.161154564128672,1,1,12,IC,3.7771633139358833
37,32.81146426655883,Female,2.727365874905275,3.0,36.70223693006026,PeopleOps,50.701757728182635,7.903075778832855,1,0,8,Manager,3.297361944296854
38,33.97318922081247,Male,0.8245439589533994,1.0,36.92891496991463,ProdDev,61.44480824267015,8.42951616726523,0,1,9,IC,3.3809129893819487
39,37.045207019175976,Male,0.3178135054831933,2.0,37.52833307691238,ProdDev,59.32092657269363,10.07791596150906,0,1,2,IC,3.0363539439681375
40,34.12042400299691,Female,13.64217681864338,3.0,36.95764370790184,Sales,45.50064880212749,8.254260098365027,0,0,2,IC,3.057345010946594
41,34.555287647495305,Male,42.66745709960036,2.0,37.042495150730794,CustomerSuccess,59.47533667083103,8.741861664509678,0,1,2,IC,3.0336620844843907
42,36.46596450713743,Male,15.047613506234006,2.0,37.41531014773413,CustomerSuccess,58.503533384374265,9.767102906268862,0,1,15,IC,4.634732815017179
43,42.37690848855425,Male,12.925738867015014,1.0,38.56866507093741,CustomerSuccess,60.79184885063385,12.93882894507789,0,1,0,IC,2.9503355457147222
44,38.20652768086615,Male,4.695395455996906,2.0,37.754932230412905,CustomerSuccess,60.782996948046076,10.701063633635497,1,1,14,IC,3.8727755884594868
45,35.51585947479485,Male,47.94817172773443,3.0,37.22992379995997,CustomerSuccess,61.12077024075255,9.25729044988992,0,1,2,IC,3.0421008865337
46,34.50040006016963,Female,44.135951158205486,4.0,37.031785377594076,Sales,48.3203524361353,8.356204894191851,1,0,2,IC,3.0443252455460006
47,36.428828242762,Male,15.938409566309767,4.0,37.4080640473682,CustomerSuccess,59.268416304921615,9.74717613026254,0,1,2,IC,3.0632219611042997
48,46.09145295702045,Male,33.81672506692376,3.0,39.29345423551619,ProdDev,58.95629793142392,14.931999147669513,0,1,1,IC,3.0219570193425636
49,23.995592261669678,Male,0.050121579999021976,1.0,34.98206678276482,ProdDev,60.05991778819801,3.075683652603243,0,1,2,IC,3.064409798077203
50,39.09405716244848,Male,6.070444460689469,2.0,37.928108714624095,CustomerSuccess,60.14597726013584,11.177298965216256,0,1,0,IC,2.9091538988851138
51,37.85321080147342,Female,12.595307312179724,2.0,37.68599235150701,Sales,51.306481774900135,9.255739483322138,0,0,0,IC,2.922561449825514
52,40.45720899861736,Male,4.555199744790608,2.0,38.19408956070583,CustomerSuccess,60.67844265724029,11.908746291941023,0,1,7,IC,3.2569612732973297
53,32.19232787159028,Male,22.78800415886493,3.0,36.581429828602985,CustomerSuccess,59.4355291330332,7.473932028658201,0,1,6,IC,3.1699648761924575
54,45.56881138996759,Male,2.5092205899438804,2.0,39.19147539316441,CustomerSuccess,61.12568154416152,14.651557331202124,0,1,0,IC,2.907234658292585
55,41.00386531882697,Male,5.898457271601945,2.0,38.3007542085516,ProdDev,60.88741153152256,12.20207407351691,0,1,1,IC,2.9925610750988856
56,36.68919851932692,Male,31.558798471670222,2.0,37.45886800377111,ProdDev,59.34517909662335,9.886887010370543,0,1,0,IC,2.9644117084238757
57,37.555129562100774,Male,6.850033454398583,3.0,37.627830158458686,ProdDev,62.23536924414668,10.35153293576139,0,1,0,IC,2.914482820181609
58,33.96331929606766,Male,9.29769812860821,1.0,36.92698913094003,ProdDev,57.947512331992364,8.424220110085088,0,1,3,IC,3.095402744380528
59,37.10714358875401,Female,21.13775921221557,1.0,37.540418261220296,PeopleOps,44.60192259360105,9.055575109177907,1,0,2,IC,3.0407761737307433
60,36.312316600349284,Female,2.4631818993682595,1.0,37.38533006836084,Sales,49.55102781377095,8.84232884399615,1,0,0,IC,2.9126435158056276
61,40.76865910113531,Male,21.736568072188238,2.0,38.254860312416646,ProdDev,60.14923723664232,12.075865859145779,0,1,3,IC,3.125197567664829
62,38.366341324424134,Female,1.285083000799795,2.0,37.78611538037544,PeopleOps,46.08468996319832,9.39340864801623,0,0,9,Manager,3.346611029091653
63,36.557858268419764,Male,1.5117778910562587,1.0,37.43324063774044,CustomerSuccess,57.64260756635391,9.816411753786216,0,1,0,IC,2.930948108833121
64,39.67900502196716,Male,4.1349006460817215,3.0,38.042244882335055,CustomerSuccess,60.39250873863295,11.491173426421403,0,1,1,IC,2.9840355594850125
65,39.17984753313024,Male,14.57923161567156,2.0,37.94484829914737,CustomerSuccess,60.96951608404202,11.223332822655253,0,1,6,IC,3.174201537656237
66,37.81314978949522,Male,5.425954487104778,3.0,37.67817556868199,ProdDev,59.12089443697195,10.489982813875484,0,1,3,IC,3.078547110077857
67,30.631159534103126,Male,0.0943134226844013,2.0,36.27681161641037,CustomerSuccess,60.637237398058694,6.6362319451285074,0,1,3,IC,3.0860411458188923
68,41.119765819750015,Male,0.9649397946529932,2.0,38.323368940439025,Sales,60.00548767267067,12.264264586207325,0,1,2,IC,3.0623652425082923
69,32.11833908623626,Male,53.11749025550211,2.0,36.56699299243635,ProdDev,60.33502053691518,7.434230729199947,0,1,11,IC,3.5356354529159604
70,32.76079722553144,Male,36.0324549095112,1.0,36.69235067815248,CustomerSuccess,60.95197214257073,7.778964364919311,0,1,5,IC,3.147633510809789
71,36.4684012463396,Female,4.6431599104339565,2.0,37.415785609041876,PeopleOps,44.33306116992633,8.884205212432576,0,0,5,Manager,3.1459368029027743
72,38.99929084834824,Female,8.70634389140445,2.0,37.90961772650697,Sales,47.83860166188614,9.563224373947088,0,0,2,IC,3.0537240340591683
73,42.67168383125422,Female,6.530797383793376,2.0,38.62618221097643,PeopleOps,43.36538258892592,10.548500540092597,0,0,3,Manager,3.0718580503733706
74,29.980445042707025,Female,13.904824726271748,2.0,36.14984293516235,Sales,52.87748394233863,7.143534035848226,0,0,11,IC,3.5176016775129137
75,42.93205936980214,Male,1.8307566835117302,2.0,38.67698719410773,CustomerSuccess,61.032541793104336,13.23671478379627,0,1,0,IC,2.9603100607949835
76,43.609497920517285,Male,13.809665493250769,2.0,38.8091703259546,CustomerSuccess,58.744864559999755,13.600218396375132,0,1,12,IC,3.741034750086561
77,35.008280761502455,Male,5.863115613432608,1.0,37.13088405102487,CustomerSuccess,59.36896393759591,8.98493114031839,0,1,0,IC,2.919545839751708
78,36.07441469235835,Male,5.200285471081503,2.0,37.3389101838748,CustomerSuccess,61.42809347080098,9.557003005655702,1,1,5,IC,3.140273016079495
79,34.555551405842266,Female,12.703553565158122,3.0,37.0425466157741,PeopleOps,52.80793697416148,8.37100159668939,0,0,0,Manager,2.908090056595894
80,34.42647362955784,Female,0.12399847618143316,2.0,37.01736070820641,Sales,42.53270148700529,8.336370973783811,0,0,6,IC,3.1932786941992317
81,31.408504193501262,Male,21.08222782479001,2.0,36.4284886231222,CustomerSuccess,60.68881763345444,7.0533437135860435,0,1,6,IC,3.1708758091584626
82,29.972423026549272,Male,16.637639953441397,1.0,36.14827766371693,ProdDev,59.46239703084555,6.28276357522156,0,1,10,IC,3.453360750342698
83,36.08275790897605,Male,3.3581452878233478,4.0,37.34053812858069,CustomerSuccess,62.72392164926392,9.561479853596905,0,1,12,IC,3.7240294925782154
84,37.95686760040674,Male,13.424573934312477,2.0,37.706218068372046,CustomerSuccess,60.99163899668834,10.567099688023127,0,1,2,IC,3.054573897548198
85,44.39816493180702,Male,6.184522118716307,2.0,38.963056572059905,CustomerSuccess,60.156763160021846,14.023405573164741,0,1,6,IC,3.197256112009285
86,32.795893665441625,Male,54.65520669243581,1.0,36.69919876398861,CustomerSuccess,62.35953729615384,7.797796600968676,0,1,11,IC,3.639859687386586
87,28.32406602528134,Male,18.86994671331266,3.0,35.82664702932319,ProdDev,56.95859583844936,5.398279330638768,0,1,5,IC,3.15740956248981
88,37.500894794241795,Female,2.0519761522878337,2.0,37.61724776473011,Sales,47.30132095062848,9.161215676503897,0,0,1,IC,3.001149159283933
89,34.987960482318144,Male,37.828977403108574,4.0,37.1269191185011,ProdDev,58.63284552625995,8.97402757587803,0,1,1,IC,2.9999395303264045
90,38.360514329959145,Male,0.5500766462355421,2.0,37.784978405845685,CustomerSuccess,60.84850735445136,10.783690616075639,0,1,1,IC,2.9893032156055264
91,35.26869309439147,Male,1.2379656501592635,2.0,37.1816962135398,CustomerSuccess,59.69383006931321,9.124664587234449,0,1,12,IC,3.8288133981044736
92,31.737183586002132,Male,11.754696808234751,1.0,36.49262118751261,CustomerSuccess,58.93123491912211,7.229708265659681,0,1,2,IC,3.0360469408556896
93,34.075597360973994,Female,7.082637375085945,3.0,36.948897046043705,PeopleOps,44.42778889904562,8.242233438310095,0,0,12,Manager,3.7530002780912595
94,40.1907848460144,Female,20.98495857115331,2.0,38.14210436019793,Sales,42.91573663039807,9.882893495272159,0,0,10,IC,3.441939232870821
95,38.01680326665907,Female,13.704916702168518,2.0,37.71791283251884,Sales,57.2543266079483,9.29963014471341,0,0,6,IC,3.213960103720899
96,32.92637635552581,Male,9.58388956658943,3.0,36.724658801078206,Sales,60.113673746552976,7.867811702965069,0,1,0,IC,2.900840863025921
97,40.47506930012163,Male,9.877888631780149,4.0,38.19757449758471,CustomerSuccess,63.385317266757966,11.918329868357947,0,1,11,IC,3.551941099917595
98,30.96992628453471,Male,120.2442453518997,1.0,36.34291244576287,CustomerSuccess,61.88906837522201,6.818009225847895,0,1,11,IC,3.621533087035053
99,34.70042681795863,Female,21.93744542752731,4.0,37.07081498886998,Sales,44.060908585624475,8.409870609696217,1,0,0,IC,2.9015134200383055
100,37.71147411688835,Male,19.052046758448427,2.0,37.65833641305139,CustomerSuccess,58.251306858184634,10.435425135891311,0,1,6,IC,3.1751766199522624
101,31.300876762905965,Male,1.1511371947756535,2.0,36.4074881488597,Sales,61.50837477634795,6.995592409364177,0,1,1,IC,3.02688851407694
102,32.00277803036196,Male,9.175007625361246,1.0,36.544444493729166,ProdDev,61.033781060601775,7.3722223577551995,0,1,5,IC,3.1406758069696212
103,36.965331624863275,Male,3.38968897360443,3.0,37.51274763411966,ProdDev,58.339527558836984,10.035055993829076,1,1,5,IC,3.151193167814305
104,36.57182180429725,Male,11.611154709158422,1.0,37.43596523010678,CustomerSuccess,63.64012784883691,9.823904382793648,0,1,5,IC,3.1433413768934604
105,35.87170887606062,Male,17.091215147548755,4.0,37.29935782947524,CustomerSuccess,61.007363310685754,9.448234031056918,0,1,1,IC,2.997164462019995
106,34.582914134646714,Male,15.818314803723187,1.0,37.04788568480912,ProdDev,60.45132889933709,8.756685633225064,0,1,0,IC,2.9185503742555428
107,32.37904504758713,Female,6.336939600024782,2.0,36.61786244830969,PeopleOps,52.00025665278348,7.787060866425815,0,0,9,Manager,3.3424710564001017
108,33.692641992711025,Female,5.192245081192691,2.0,36.87417404735825,PeopleOps,50.57593537201604,8.139489315117594,0,0,11,IC,3.5897828242376764
109,49.370913446125805,Male,15.80271102137877,3.0,39.93334896509772,CustomerSuccess,61.26870167142268,16.691709654018727,0,1,0,IC,2.955800818336617
110,34.333066993712336,Male,2.837650633923478,2.0,36.99913502316338,ProdDev,60.80082025557752,8.622621313699304,1,1,0,IC,2.9610048186197697
111,43.074193742733954,Male,20.955008744043482,1.0,38.70472073028955,CustomerSuccess,61.201176534919064,13.312982008296268,0,1,1,IC,3.02354124187475
112,34.4919220431973,Female,13.978247302670093,1.0,37.030131130379964,Sales,35.25885701584153,8.353930304272446,0,0,2,IC,3.03465122447247
113,42.49999694760525,Male,10.399239435552486,4.0,38.59268233124005,ProdDev,59.79588530409628,13.004876410910136,0,1,11,IC,3.508667102336021
114,41.951383982733866,Female,24.904209156033456,4.0,38.485635899070026,PeopleOps,43.68794026823751,10.355249361221281,0,0,0,IC,2.95822974003798
115,38.748645857263284,Male,33.40026914400215,2.0,37.86071138678308,CustomerSuccess,64.48734533504769,10.991956313653471,0,1,2,IC,3.0419923450218795
116,34.270219747345486,Female,1.590005582244714,2.0,36.98687214582351,PeopleOps,48.38404097401953,8.294449200507325,0,0,6,Manager,3.179146805692534
117,31.251856263343747,Male,0.9623976143592295,2.0,36.397923173335364,ProdDev,60.42114157362375,6.969288726672254,1,1,3,IC,3.0888574732555436
118,40.85956002649491,Male,5.601740632859036,1.0,38.27259707834047,CustomerSuccess,60.970788349829334,12.124641965436293,0,1,1,IC,3.00557537415576
119,31.63558581479976,Male,1.2448917623026312,3.0,36.472797232156054,Sales,59.91962177114361,7.17519238842914,0,1,8,IC,3.3114558168106267
120,31.674254388261712,Male,9.522424861598516,2.0,36.48034231966082,ProdDev,61.484734455984594,7.195941379067261,0,1,0,IC,2.9373898576618647
121,43.143651225038084,Female,8.511738006151045,2.0,38.718273409763526,Sales,43.67090030292905,10.675125938424854,0,0,0,IC,2.9548451339308355
122,42.89371796810879,Male,6.3786112355433655,2.0,38.669505944996835,ProdDev,61.1947985336509,13.2161413487413,1,1,2,IC,3.034535808097777
123,37.05438944911861,Male,23.166291961701667,3.0,37.53012477055973,ProdDev,61.13672512073206,10.082843119039254,0,1,9,IC,3.3227036292906336
124,35.890591482720644,Female,12.69521879434527,4.0,37.30304224053086,Sales,44.79324006351898,8.72918308072993,0,0,1,IC,2.9757109130822625
125,34.176379947872256,Male,5.344249855358983,2.0,36.96856194104824,CustomerSuccess,60.07489300241289,8.538545337882674,0,1,0,IC,2.9297529855386855
126,38.34047570550275,Male,5.919206006272641,1.0,37.781068430342,ProdDev,59.44284135179822,10.772938183440502,1,1,11,IC,3.6680301688330776
127,34.91547112773647,Male,3.026133110121069,3.0,37.11277485419248,CustomerSuccess,58.60683441082293,8.935130849029326,0,1,0,IC,2.9346991316625894
128,30.696342234431874,Male,18.05672774485884,2.0,36.28953019208427,Sales,60.161864110357676,6.671208028231739,0,1,5,IC,3.1470912730453025
